ZCTA,population,land_sqmi,density_sqmi
29841,32409,31.834,1018.06
92342,6677,105.471,63.31
95537,512,0.178,2876.4
55109,34266,11.701,2928.47
97331,3675,0.322,11413.04
44312,30739,19.161,1604.25
45050,12162,7.444,1633.8
11784,25986,5.465,4754.99
46901,38254,138.728,275.75
49952,93,65.777,1.41
73858,1425,248.392,5.74
70126,28690,10.124,2833.86
10987,4041,37.109,108.9
45119,217,,
49083,8110,33.789,240.02
03278,3024,62.083,48.71
61486,1429,43.036,33.2
61079,220,1.765,124.65
58705,303,0.149,2033.56
82219,55,112.661,0.49
24368,5372,82.775,64.9
96742,43,11.991,3.59
59802,19832,46.016,430.98
56329,7700,191.321,40.25
39465,23122,132.11,175.02
39335,2301,116.278,19.79
79370,1217,408.835,2.98
68020,655,81.248,8.06
38482,1742,42.95,40.56
73521,20352,183.784,110.74
97731,218,48.547,4.49
72640,488,22.234,21.95
62979,932,76.34,12.21
27370,15223,60.435,251.89
06264,214,1.448,147.79
47018,4725,71.289,66.28
42649,1878,71.801,26.16
30547,3087,52.445,58.86
17345,8106,10.1,802.57
91709,78200,34.186,2287.49
11941,2472,2.459,1005.29
80290,452,0.008,56500
47514,1414,4.398,321.51
58652,1224,384.781,3.18
20658,862,3.009,286.47
08817,47924,10.739,4462.61
24520,2225,92.656,24.01
84086,442,99.991,4.42
43014,4185,65.886,63.52
96041,3413,329.085,10.37
28137,2618,44.316,59.08
12051,5706,21.325,267.57
57331,301,73.424,4.1
85602,9860,748.549,13.17
97004,4105,43.783,93.76
00707,10400,21.066,493.69
60301,3508,0.157,22343.95
93955,32253,28.24,1142.1
25049,435,15.572,27.93
57103,35282,12.005,2938.94
43126,360,0.461,780.91
12577,1613,5.872,274.69
46340,1531,32.912,46.52
55419,29728,4.214,7054.58
59020,97,234.281,0.41
31321,7761,138.679,55.96
73758,260,94.037,2.76
13607,2061,17.821,115.65
98136,17299,2.299,7524.58
48849,5801,82.9,69.98
56088,2063,125.522,16.44
20117,3248,44.792,72.51
54861,205,4.759,43.08
99549,73,50.715,1.44
01460,10150,16.516,614.56
29018,3374,109.619,30.78
10984,2760,1.601,1723.92
26619,562,31.048,18.1
77027,19269,2.862,6732.7
21851,7252,105.732,68.59
17505,2036,6.9,295.07
95130,13491,1.548,8715.12
53006,1974,41.079,48.05
28436,2145,37.871,56.64
90033,46540,3.267,14245.49
42638,300,1.279,234.56
32714,37481,8.559,4379.13
68436,535,92.474,5.79
39338,3857,224.464,17.18
62918,10521,35.964,292.54
65541,100,16.877,5.93
58441,358,146.166,2.45
15520,225,0.677,332.35
10915,0,0.144,0
68403,209,0.641,326.05
12157,4444,43.57,102
07642,10086,2.909,3467.17
41135,359,8.442,42.53
08087,25211,49.93,504.93
21661,2400,32.416,74.04
57218,262,69.928,3.75
30573,140,4.776,29.31
62462,968,40.262,24.04
37686,9149,29.542,309.69
53947,241,0.255,945.1
02721,25922,4.082,6350.32
28033,3100,15.579,198.99
35987,2672,59.372,45
47522,315,8.455,37.26
65068,849,44.712,18.99
20015,15413,3.448,4470.13
21029,13783,15.944,864.46
47966,297,1.093,271.73
14141,7624,70.512,108.12
54515,635,82.876,7.66
32907,48352,17.747,2724.52
95039,1279,14.752,86.7
22911,18985,51.064,371.79
57013,4378,136.761,32.01
12052,1931,30.302,63.73
76638,3395,82.664,41.07
57325,3237,218.765,14.8
97007,48081,26.742,1797.96
28021,13668,62.63,218.23
74850,262,57.682,4.54
92145,2583,3.349,771.28
75167,13231,97.742,135.37
60451,37481,25.631,1462.33
45410,15617,2.229,7006.28
25044,275,14.678,18.74
12574,422,0.504,837.3
31322,28695,29.153,984.29
39211,24185,12.308,1964.98
58856,213,184.61,1.15
29335,5751,88.867,64.71
03872,3890,47.442,81.99
29420,23311,11.216,2078.37
54862,313,44.516,7.03
70128,22973,4.874,4713.38
29015,1326,121.403,10.92
85340,38873,30.125,1290.39
01540,11521,19.345,595.55
40854,853,2.157,395.46
49780,1606,299.437,5.36
49076,4255,55.813,76.24
61073,20008,27.406,730.06
53001,1804,29.483,61.19
44681,9071,59.377,152.77
81058,967,52.088,18.56
95834,35062,9.955,3522.05
67031,2527,111.792,22.6
43011,6978,82.482,84.6
62917,2474,32.066,77.15
47665,4053,70.443,57.54
47304,31432,35.019,897.57
96708,11452,97.675,117.25
88020,741,1166.361,0.64
12820,14,,
04431,45,0.313,143.77
07641,3321,1.949,1703.95
10590,7314,13.453,543.67
74826,1213,80.47,15.07
37641,9110,91.41,99.66
78159,604,155.219,3.89
96087,819,78.267,10.46
06262,787,0.951,827.55
21662,612,7.987,76.62
47016,683,19.573,34.9
12873,820,21.119,38.83
37010,5143,77.339,66.5
36205,1233,4.304,286.48
99123,952,43.515,21.88
58223,206,70.684,2.91
12789,2654,9.59,276.75
01060,15237,10.925,1394.69
53948,8221,147.251,55.83
02724,18758,1.858,10095.8
59274,315,358.096,0.88
47521,750,18.851,39.79
53537,818,0.883,926.39
58649,353,257.54,1.37
15488,89,,
18420,67,0.281,238.43
67879,1293,778.525,1.66
47965,550,0.407,1351.35
84088,38915,9.413,4134.18
37181,1520,46.941,32.38
54475,1412,36.839,38.33
32904,36885,19.172,1923.9
41039,3122,74.012,42.18
58008,184,54.699,3.36
12057,1966,35.163,55.91
19951,1957,10.115,193.48
75492,348,42.791,8.13
53023,1285,40.363,31.84
21531,2346,61.794,37.96
25565,877,34.494,25.42
19437,625,1.09,573.39
60445,14445,6.916,2088.64
44017,18378,6.144,2991.21
67210,9178,13.548,677.44
95521,21684,53.656,404.13
50236,1699,34.49,49.26
25047,197,7.616,25.87
78250,57849,9.603,6024.05
32465,7940,236.423,33.58
49252,2480,38.999,63.59
43004,31416,12.943,2427.26
43780,2187,35.573,61.48
31314,2036,9.44,215.68
80033,26841,8.286,3239.32
73756,344,82.315,4.18
78223,57298,41.407,1383.78
01854,28808,3.934,7322.83
57356,2021,151.363,13.35
29016,29193,86.138,338.91
45150,33342,32.694,1019.82
49088,3747,32.122,116.65
95309,0,,
53120,10890,57.832,188.3
39745,724,52.421,13.81
12453,212,0.493,430.02
48362,14746,9.901,1489.34
59471,316,944.632,0.33
56360,3738,129.825,28.79
16066,33543,22.398,1497.59
19032,6748,1.016,6641.73
42058,2122,16.547,128.24
20833,7868,19.583,401.78
47666,1411,49.069,28.76
96705,2376,2.909,816.78
33616,14789,3.801,3890.82
43967,187,0.102,1833.33
08003,31929,11.07,2884.28
77852,18,,
15928,2241,6.248,358.67
43523,43,1.372,31.34
07644,25946,2.289,11335.08
92823,5141,10.678,481.46
07018,28261,1.695,16673.16
68455,844,34.707,24.32
08089,4195,19.129,219.3
21654,1195,10.967,108.96
46161,2263,36.39,62.19
25977,8,4.917,1.63
99117,578,184.44,3.13
12784,0,2.261,0
54013,3383,101.484,33.34
93615,5665,16.729,338.63
81137,5662,254.263,22.27
12604,2118,0.104,20365.38
32055,16792,187.572,89.52
39067,1072,104.814,10.23
95350,55984,8.903,6288.22
21023,83,,
60148,52358,13.576,3856.66
29607,43325,28.794,1504.65
97525,4732,99.305,47.65
06091,176,11.049,15.93
44420,15066,15.667,961.64
30139,4609,71.652,64.32
21208,38108,12.321,3092.93
76623,102,5.07,20.12
35979,885,10.469,84.54
99149,102,2.6,39.23
75226,5010,1.12,4473.21
60446,41933,16.719,2508.1
84762,111,224.247,0.49
71923,14374,395.457,36.35
97109,487,32.692,14.9
32466,5837,113.504,51.43
11203,76853,2.145,35828.9
45766,1535,29.51,52.02
43001,2639,26.543,99.42
54966,2155,80.198,26.87
36317,710,40.611,17.48
31602,35347,40.782,866.73
36042,1346,81.379,16.54
54424,1470,164.204,8.95
36723,427,6.009,71.06
76377,470,30.395,15.46
07424,27475,5.71,4811.73
57355,1350,390.958,3.45
28663,474,17.443,27.17
56688,93,111.201,0.84
49338,1861,52.679,35.33
85605,728,327.058,2.23
32501,10721,3.805,2817.61
93103,19803,5.242,3777.76
21867,52,0.274,189.78
59472,512,40.342,12.69
20012,17662,2.264,7801.24
31069,22085,96.452,228.97
33810,52734,56.061,940.65
31405,39724,30.457,1304.27
26615,128,11.498,11.13
79367,602,31.67,19.01
19143,62503,3.181,19648.85
40830,255,2.751,92.69
30124,2944,60.354,48.78
65766,65,5.444,11.94
56311,645,70.643,9.13
15925,95,0.08,1187.5
43537,29639,18.305,1619.18
24221,717,50.963,14.07
12439,380,7.832,48.52
95228,4880,106.811,45.69
68837,70,24.235,2.89
94014,46269,6.301,7343.12
07801,26725,9.77,2735.41
47615,1683,35.957,46.81
84530,276,277.764,0.99
84635,897,37.878,23.68
81138,27,22.775,1.19
64656,216,20.178,10.7
87104,13369,4.251,3144.91
58647,1120,517.186,2.17
17554,7561,3.132,2414.11
67877,2287,250.535,9.13
87011,5,456.939,0.01
06092,4239,8.595,493.19
80938,1345,3.331,403.78
95032,27682,16.02,1727.97
21207,49599,10.311,4810.3
30663,3507,55.216,63.51
47358,917,37.795,24.26
99146,38,46.38,0.82
19601,36493,3.726,9794.15
91775,23776,3.067,7752.2
50238,1089,116.397,9.36
59347,341,842.903,0.4
60002,24396,32.587,748.64
65705,4703,40.182,117.04
10979,84,0.173,485.55
36041,1559,53.112,29.35
54412,2050,72.334,28.34
63880,68,0.157,433.12
71256,699,48.149,14.52
07423,4230,1.741,2429.64
96002,34023,30.25,1124.73
54856,1585,230.974,6.86
90020,38361,1.13,33947.79
46037,46976,18.936,2480.78
84631,3072,165.487,18.56
18346,2316,11.037,209.84
93208,175,58.956,2.97
99662,491,7.155,68.62
23860,31432,50.493,622.5
18640,16418,27.981,586.76
12448,163,11.661,13.98
51571,858,46.81,18.33
75219,25001,2.191,11410.77
64068,37466,86.366,433.8
75790,3790,36.756,103.11
44702,1029,0.536,1919.78
19038,32157,7.904,4068.45
42056,1442,54.238,26.59
34786,43700,19.467,2244.82
16920,1749,9.518,183.76
31406,34649,25.933,1336.1
29926,25174,30.435,827.14
73951,1240,95.839,12.94
21154,7187,40.36,178.07
51056,332,34.213,9.7
85051,45484,6.321,7195.7
65769,2459,85.193,28.86
15926,2474,28.086,88.09
63431,438,46.66,9.39
13842,607,12.498,48.57
44817,1606,31.713,50.64
37391,1699,25.674,66.18
07016,23841,4.823,4943.19
95386,10410,85.19,122.2
12434,892,13.769,64.78
12490,0,0.522,0
95227,1036,37.126,27.9
32612,8901,0.816,10908.09
37048,6325,44.,143.75
68834,197,96.342,2.04
25979,689,46.477,14.82
99119,1465,405.137,3.62
47203,25106,77.509,323.91
57439,1,4.998,0.2
28037,27128,44.36,611.54
75212,28010,10.263,2729.22
35576,3875,174.018,22.27
77961,40,40.614,0.98
17557,15229,32.457,469.21
60146,2241,53.775,41.67
29609,31080,24.172,1285.79
81253,516,128.625,4.01
94105,14890,0.364,40906.59
55056,14279,101.501,140.68
52630,214,42.424,5.04
36279,3290,29.662,110.92
42762,70,9.352,7.49
08753,64788,23.048,2811
75760,2114,130.174,16.24
68850,12394,260.912,47.5
47355,2966,63.557,46.67
97750,458,383.589,1.19
19602,18001,2.473,7279.01
48894,2269,28.788,78.82
71360,35649,195.993,181.89
96020,2404,39.982,60.13
99607,232,785.947,0.3
72482,1481,68.749,21.54
40311,7676,175.471,43.75
45768,1566,29.921,52.34
60007,32485,14.104,2303.25
37219,2292,0.212,10811.32
21231,14556,0.871,16711.83
78219,16946,13.762,1231.36
21767,914,0.284,3218.31
40336,12650,206.02,61.4
46032,51181,25.849,1980
99661,1151,177.853,6.47
60930,816,44.09,18.51
46740,4766,61.584,77.39
30907,47167,23.988,1966.27
42078,1718,85.897,20
04942,1154,144.271,8
96756,6110,24.679,247.58
62650,24318,203.878,119.28
06791,5565,30.847,180.41
88439,0,,
64422,366,32.572,11.24
42051,2000,56.125,35.63
58789,482,140.665,3.43
34785,17895,76.249,234.69
18612,17754,53.872,329.56
64866,1033,56.412,18.31
23936,6992,218.444,32.01
21162,4511,7.464,604.37
51055,1189,66.717,17.82
63878,108,0.536,201.49
44814,2329,26.312,88.51
72801,18823,8.136,2313.54
26160,1187,65.43,18.14
66510,619,56.625,10.93
12866,39657,67.02,591.72
68956,1108,98.141,11.29
25981,881,59.121,14.9
71242,89,,
33844,49133,100.055,491.06
93230,69130,262.666,263.19
57436,467,212.964,2.19
05362,179,2.621,68.29
64658,3112,94.601,32.9
19348,23435,37.024,632.97
17543,45606,69.328,657.83
43413,1095,32.217,33.99
12176,431,3.326,129.59
32502,3991,2.303,1732.96
98223,46225,319.8,144.54
33540,11098,35.043,316.7
13646,2373,107.504,22.07
74563,1887,188.788,10
35765,4297,70.485,60.96
17066,5131,31.997,160.36
47235,1658,40.257,41.19
20785,40946,9.885,4142.24
14744,2186,17.43,125.42
10604,12192,6.783,1797.43
02149,49236,3.419,14400.7
46383,42464,87.223,486.84
56312,2224,173.722,12.8
64765,6,0.096,62.5
60008,22949,5.175,4434.59
18925,6650,10.74,619.18
41571,563,19.079,29.51
30108,7031,88.06,79.84
27966,1516,10.224,148.28
21225,34469,6.474,5324.22
78214,21884,13.408,1632.16
11783,21588,3.546,6087.99
29401,9210,1.551,5938.1
20408,0,,
46031,2237,47.126,47.47
63951,170,26.562,6.4
69367,122,209.135,0.58
98409,27298,7.104,3842.62
27576,20104,83.13,241.84
04941,1524,64.184,23.74
20636,10357,36.807,281.39
59446,605,708.401,0.85
56328,161,1.395,115.41
54151,3495,120.629,28.97
05904,187,0.571,327.5
85926,824,6.856,120.19
64421,796,27.578,28.86
12009,8068,52.216,154.51
34788,21867,36.631,596.95
76247,18360,71.853,255.52
64865,5260,77.635,67.75
29928,15178,20.632,735.65
21161,5288,48.408,109.24
57469,3094,291.166,10.63
43972,104,0.132,787.88
30184,7294,67.511,108.04
13859,119,0.48,247.92
99603,11557,1070.811,10.79
38737,3150,129.932,24.24
31743,359,54.199,6.62
14557,139,,
37042,85169,60.966,1396.99
68959,3966,305.579,12.98
40322,3207,116.776,27.46
14213,23072,2.259,10213.37
37409,3417,4.391,778.18
97213,31238,4.045,7722.62
68505,18185,3.748,4851.92
53570,2696,71.996,37.45
61734,2500,82.829,30.18
63456,4938,184.441,26.77
93262,15,89.833,0.17
44232,0,,
27521,6607,25.962,254.49
13645,0,,
27697,0,,
26833,2749,120.801,22.76
98108,24430,7.487,3262.99
08759,34290,64.445,532.08
31553,4815,171.459,28.08
17063,3191,93.672,34.07
25848,115,8.724,13.18
51239,2947,66.302,44.45
14747,2035,43.449,46.84
25437,180,11.221,16.04
70420,7965,51.022,156.11
55421,31051,6.282,4942.85
57108,32888,30.848,1066.13
40324,52173,155.056,336.48
06336,46,0.614,74.92
40060,1278,43.87,29.13
37217,31440,14.431,2178.64
79842,273,620.371,0.44
20706,43225,10.342,4179.56
10963,3940,12.672,310.92
30041,75160,58.876,1276.58
39217,2326,0.015,155066.67
21226,6593,9.93,663.95
42372,1620,37.241,43.5
74126,10144,23.969,423.21
13617,12294,127.657,96.3
48842,21504,17.978,1196.13
72170,176,9.276,18.97
33431,23150,8.861,2612.57
47264,1506,98.88,15.23
71758,85,69.477,1.22
35586,3442,182.465,18.86
33875,11429,75.24,151.9
46994,2180,57.592,37.85
83348,88,66.362,1.33
16865,1657,35.235,47.03
29655,8078,148.888,54.26
20639,14969,41.88,357.43
16421,2251,10.596,212.44
56321,1572,0.644,2440.99
31704,177,,
29563,2016,37.89,53.21
04015,3656,31.773,115.07
57747,5889,442.217,13.32
76273,11019,203.832,54.06
07513,10961,0.593,18483.98
60190,11931,4.642,2570.23
77578,27195,37.339,728.33
65720,465,34.67,13.41
58772,164,49.975,3.28
99752,3129,3935.944,0.79
33993,33045,61.058,541.21
58030,612,127.588,4.8
45648,11306,142.101,79.56
45314,6488,50.608,128.2
56760,412,74.333,5.54
77028,18379,9.171,2004.03
37115,41303,21.27,1941.84
57213,507,68.586,7.39
75081,36065,9.228,3908.21
90403,25087,1.428,17567.93
47930,1113,25.653,43.39
29816,931,0.985,945.18
37172,31420,180.958,173.63
37406,12867,12.259,1049.6
65740,3495,4.464,782.93
95758,65999,12.832,5143.31
21902,313,0.804,389.3
30256,3007,34.347,87.55
47963,2362,103.483,22.83
84071,2339,107.109,21.84
68059,3354,48.522,69.12
13648,2236,183.529,12.18
71373,5754,274.277,20.98
14469,5789,65.955,87.77
31547,1478,2.518,586.97
68933,860,60.058,14.32
99507,36300,21.928,1655.42
14753,929,54.979,16.9
75497,3794,64.662,58.67
06472,6414,16.344,392.44
61011,2743,38.095,72
83203,41,13.669,3
36849,5224,0.387,13498.71
76389,1475,198.947,7.41
36726,4561,262.303,17.39
61833,1730,1.559,1109.69
75074,53146,16.508,3219.41
49254,3617,3.244,1114.98
76001,38177,10.322,3698.6
24597,851,49.679,17.13
63557,270,103.978,2.6
63353,4935,84.339,58.51
13614,287,8.965,32.01
48841,643,23.697,27.13
56091,267,19.35,13.8
70123,27209,7.52,3618.22
89411,1264,22.74,55.58
31539,14117,270.036,52.28
31313,42034,67.27,624.86
03246,17006,19.971,851.53
46356,19396,118.016,164.35
45806,10978,60.018,182.91
76887,76,58.291,1.3
10801,41984,3.403,12337.35
29658,374,24.92,15.01
18942,2498,22.464,111.2
56335,221,0.498,443.78
06798,9787,36.36,269.17
57744,2211,503.194,4.39
02898,1745,11.55,151.08
05730,490,13.407,36.55
01965,752,,
96703,3453,18.718,184.47
13413,16940,19.886,851.86
71426,123,1.17,105.13
63106,7742,2.256,3431.74
08873,55862,32.296,1729.69
45319,364,0.359,1013.93
73627,495,101.33,4.89
38501,42422,89.139,475.91
03870,5092,12.219,416.73
77025,29177,4.288,6804.34
12184,7547,38.527,195.89
29819,983,68.335,14.39
97490,476,103.377,4.6
23325,19236,3.821,5034.28
68364,250,0.134,1865.67
34205,30607,6.486,4718.93
99738,165,7174.672,0.02
63441,1095,89.93,12.18
12503,750,21.03,35.66
17094,2598,29.971,86.68
57061,220,0.217,1013.82
28690,9294,21.594,430.4
71366,1454,163.735,8.88
08757,35652,25.776,1383.15
31548,24034,56.775,423.32
08731,21136,47.795,442.22
06471,7073,9.003,785.63
61012,2322,36.269,64.02
57106,51780,30.13,1718.55
78724,29326,24.653,1189.55
27553,1953,37.,52.78
02364,13782,18.643,739.26
76402,769,0.089,8640.45
72012,13663,91.281,149.68
42369,199,4.288,46.41
13776,395,5.685,69.48
13202,6842,0.998,6855.71
24459,478,50.576,9.45
32960,24697,11.364,2173.27
17855,961,1.952,492.32
58402,102,0.172,593.02
03245,1927,30.405,63.38
45805,24746,15.048,1644.47
50275,611,50.857,12.01
95410,642,39.861,16.11
60101,37202,11.571,3215.11
63339,1012,84.557,11.97
39476,6336,403.517,15.7
06795,14409,26.208,549.79
46140,42927,169.444,253.34
39832,0,,
56244,1739,120.172,14.47
94531,44746,10.945,4088.26
71730,29187,456.943,63.87
99749,473,1.106,427.67
62233,8233,65.254,126.17
04428,3374,59.519,56.69
63069,14760,69.135,213.5
59932,1530,26.464,57.81
54557,1061,92.485,11.47
77385,26889,21.858,1230.17
06259,4455,41.578,107.15
28792,36071,100.616,358.5
69027,20,39.279,0.51
76641,2094,75.071,27.89
30576,3142,37.798,83.13
82515,386,8.301,46.5
43534,1501,36.907,40.67
62465,846,37.113,22.8
12781,138,4.268,32.33
12187,739,23.018,32.11
77511,51984,158.55,327.87
43842,212,0.41,517.07
46310,13914,66.903,207.97
34208,43779,16.178,2706.08
15670,3166,38.232,82.81
30258,2451,55.96,43.8
67871,5067,851.777,5.95
17097,738,3.015,244.78
68057,1435,122.018,11.76
94111,4553,0.344,13235.47
59319,38,,
88310,36737,427.201,85.99
14467,10468,10.773,971.69
90062,32110,1.936,16585.74
97350,188,84.92,2.21
97641,1250,633.557,1.97
21539,1846,34.71,53.18
42444,0,,
01057,8200,44.949,182.43
48198,39507,33.582,1176.43
79532,1014,123.543,8.21
61270,7067,151.725,46.58
43077,278,0.192,1447.92
12571,10168,57.899,175.62
51448,547,55.603,9.84
76401,30873,412.333,74.87
72017,269,50.468,5.33
66943,582,92.527,6.29
29631,16363,8.719,1876.71
17856,3085,35.489,86.93
31522,17603,54.058,325.63
77381,35184,13.022,2701.89
28668,166,13.016,12.75
49091,19448,87.107,223.27
49111,3121,40.853,76.4
74650,568,141.658,4.01
41174,913,10.117,90.24
30721,52477,124.16,422.66
60102,32303,14.522,2224.42
29643,2887,26.823,107.63
63336,1126,72.192,15.6
59034,4972,764.796,6.5
02896,11683,23.762,491.67
46703,18907,117.308,161.17
47558,5252,86.279,60.87
63108,20692,2.24,9237.5
08879,23263,7.215,3224.26
21044,44775,11.998,3731.87
94062,25944,70.907,365.89
54554,1099,86.844,12.65
77386,69549,40.485,1717.9
47904,16340,5.643,2895.62
28791,15361,16.44,934.37
76642,6226,255.481,24.37
30104,5192,38.284,135.62
30575,1816,11.517,157.68
92260,30751,28.395,1082.97
29453,1282,138.764,9.24
62471,10309,136.903,75.3
83320,1562,577.105,2.71
98345,272,0.505,538.61
67438,246,75.347,3.26
47524,486,50.808,9.57
53532,16286,54.049,301.32
58642,334,171.071,1.95
99723,4855,20.812,233.28
61942,1031,70.828,14.56
93277,53406,39.997,1335.25
48101,28128,7.026,4003.42
83855,1701,110.982,15.33
59314,136,281.62,0.48
12063,745,1.425,522.81
19954,1728,8.636,200.09
57323,186,90.072,2.07
30668,2336,159.831,14.62
24501,26393,38.551,684.63
21536,3829,99.547,38.46
19604,29408,2.187,13446.73
48197,65911,41.921,1572.27
61018,1040,32.213,32.29
50233,1385,50.441,27.46
12589,19639,58.033,338.41
51447,132,34.853,3.79
69120,1145,335.12,3.42
99720,195,43.842,4.45
63369,2984,32.378,92.16
47853,117,0.043,2720.93
79079,2406,535.886,4.49
33461,49245,7.204,6835.79
56098,1946,110.77,17.57
21830,5001,31.317,159.69
54853,3575,93.411,38.27
46070,2289,45.393,50.43
00676,36836,50.437,730.34
84634,3690,42.065,87.72
65466,1413,186.793,7.56
49096,3196,66.342,48.17
40847,97,0.958,101.25
61730,431,29.2,14.76
81652,6356,88.991,71.42
41179,7039,326.079,21.59
94022,19993,17.471,1144.35
37313,1487,34.022,43.71
39478,2150,73.856,29.11
32724,43615,94.747,460.33
46961,47,0.484,97.11
95230,495,118.727,4.17
28745,555,0.624,889.42
02891,21698,26.354,823.33
77358,5565,123.827,44.94
01030,12374,11.82,1046.87
54746,666,43.603,15.27
62356,584,58.266,10.02
67511,142,63.585,2.23
08732,1552,0.542,2863.47
04426,4975,154.47,32.21
21047,13540,23.539,575.22
45350,69,0.184,375
51048,465,33.298,13.96
27545,33750,28.993,1164.07
08095,0,2.027,0
21653,132,0.174,758.62
69029,293,197.67,1.48
74721,0,,
30107,18035,108.826,165.72
72520,332,25.501,13.02
36203,18797,38.277,491.08
60585,24948,15.977,1561.49
89509,35877,8.953,4007.26
44030,16317,59.282,275.24
12603,41513,32.317,1284.56
81433,626,306.28,2.04
47532,4415,69.78,63.27
53531,4369,42.328,103.22
65078,3716,152.165,24.42
21037,20851,17.261,1207.98
36026,1290,73.703,17.5
90814,20676,1.354,15270.31
43046,3128,25.42,123.05
16226,7994,57.876,138.12
54473,2405,85.764,28.04
59317,1153,1841.112,0.63
07444,10766,5.225,2060.48
36272,12996,337.127,38.55
76628,101,9.271,10.89
57317,621,155.459,3.99
18356,0,0.651,0
99737,4659,4296.434,1.08
78745,61122,13.358,4575.68
19609,10003,2.481,4031.84
60443,20606,11.563,1782.06
10977,71465,11.079,6450.49
53170,1979,1.025,1930.73
25054,304,16.693,18.21
32463,196,0.084,2333.33
11204,81368,1.588,51239.29
49241,2086,34.028,61.3
72019,30030,164.608,182.43
12404,4046,35.687,113.37
23110,706,22.129,31.9
42320,8630,147.331,58.58
78212,26670,6.76,3945.27
66214,12261,3.91,3135.81
35160,26177,339.653,77.07
57349,1450,232.401,6.24
79245,2291,260.241,8.8
63957,5068,191.603,26.45
44503,970,0.449,2160.36
05050,159,0.432,368.06
40844,45,8.477,5.31
95348,36663,47.509,771.71
02907,31427,2.202,14272.03
74830,204,1.627,125.38
64830,745,1.422,523.91
51579,2205,115.995,19.01
48393,20098,13.254,1516.37
39482,11966,197.024,60.73
32732,5164,56.084,92.08
19021,9713,3.421,2839.23
64863,1403,31.023,45.22
77354,40501,75.657,535.32
78024,1157,260.891,4.43
99769,766,5.744,133.36
07657,11439,2.543,4498.23
98283,342,547.395,0.62
38731,0,5.806,0
21647,412,3.301,124.81
47022,2837,34.023,83.38
01923,27778,13.205,2103.6
53024,19040,27.307,697.26
14094,50526,121.932,414.38
81069,1940,273.405,7.1
15680,270,0.012,22500
99111,4049,288.518,14.03
32640,10780,208.955,51.59
50074,218,48.574,4.49
67436,446,122.958,3.63
64653,533,92.354,5.77
53525,4083,55.867,73.08
21034,2802,25.137,111.47
36029,931,102.272,9.1
76837,1946,437.287,4.45
01350,115,10.71,10.74
96059,731,78.525,9.31
12065,44726,34.896,1281.69
30666,10579,36.688,288.35
02090,16213,10.896,1487.98
33463,64916,10.757,6034.77
60477,36393,12.76,2852.12
04680,1233,43.007,28.67
25051,216,0.447,483.22
75071,69396,78.836,880.26
49242,14768,90.616,162.97
94611,39240,10.554,3718.02
71661,121,95.237,1.27
55082,36414,78.234,465.45
12407,197,3.364,58.56
47848,1319,16.863,78.22
64443,1647,48.714,33.81
39330,2787,132.229,21.08
42141,32133,277.602,115.75
78211,30589,10.278,2976.16
56096,2874,53.495,53.72
29406,32482,14.589,2226.47
57346,7,51.679,0.14
17862,437,0.411,1063.26
63954,981,101.073,9.71
89451,9165,25.301,362.24
65468,78,12.125,6.43
19103,25602,0.639,40065.73
49098,5791,32.45,178.46
96819,51961,21.878,2375.03
02908,39661,3.161,12546.98
07054,30139,13.843,2177.2
95652,1665,3.795,438.74
36555,1234,0.843,1463.82
59443,692,62.342,11.1
02554,14033,40.377,347.55
19022,3882,1.316,2949.85
42048,1838,26.277,69.95
55047,2230,30.013,74.3
02189,15231,3.806,4001.84
07945,9771,18.745,521.26
71346,2700,82.468,32.74
70757,2204,49.044,44.94
14707,113,1.989,56.81
00745,47077,51.613,912.12
13331,175,80.668,2.17
40071,16702,122.616,136.21
80426,47,133.134,0.35
30183,6320,61.376,102.97
43531,219,0.172,1273.26
23897,1019,59.4,17.15
38732,16735,79.5,210.5
21644,82,4.301,19.07
69023,327,224.74,1.46
47021,0,,
32615,16244,138.58,117.22
58043,136,58.179,2.34
25989,441,2.403,183.52
12192,1033,17.157,60.21
52322,1997,89.059,22.42
14218,20661,8.165,2530.43
02739,6563,17.335,378.6
51049,469,43.657,10.74
81428,3767,219.313,17.18
27502,47436,28.327,1674.59
32664,408,1.416,288.14
15462,49,1.412,34.7
67864,1701,470.53,3.62
17093,752,0.375,2005.33
98537,2902,193.682,14.98
40988,399,21.219,18.8
63769,1388,52.286,26.55
36265,21891,99.496,220.02
76565,0,28.056,0
57319,873,146.851,5.94
97373,135,0.115,1173.91
28746,2734,46.92,58.27
70836,546,0.023,23739.13
31019,3198,54.488,58.69
62950,159,30.085,5.29
20716,22739,11.545,1969.6
08530,8146,25.4,320.71
47845,51,,
64457,238,39.852,5.97
54414,3322,128.872,25.78
38950,991,37.475,26.44
71316,42,44.101,0.95
29624,14490,28.08,516.03
56544,5609,192.294,29.17
17861,120,0.144,833.33
07869,25919,20.094,1289.89
89445,17188,3911.474,4.39
52560,348,35.088,9.92
18355,1628,7.13,228.33
96814,23739,1.245,19067.47
32927,28493,21.951,1298.03
67260,366,0.198,1848.48
07057,11825,0.983,12029.5
99347,2467,756.838,3.26
12475,569,1.085,524.42
46524,2133,34.096,62.56
54220,40739,98.726,412.65
64429,11815,156.941,75.28
29564,1290,65.403,19.72
58795,256,202.366,1.27
02184,38762,13.762,2816.6
52561,1179,34.785,33.89
97071,31847,52.506,606.54
77099,49271,6.219,7922.66
73942,13659,623.399,21.91
